Art,Species,Spec_short,Anzahl,Jahr,Dauer,Laenge,Material,Temp_mean_Fruehling,KWB_Fruehling,Temp_stab_Fruehling,Temp_mean_Fruehling_Vorj,Temp_mean_Herbst_Vorj,Temp_mean_Winter_Vorj,KWB_Fruehling_Vorj,KWB_Sommer_Vorj,KWB_Herbst_Vorj,KWB_Winter_Vorj,X,Y,lat,lon
Phantomkroete,Pseudoamphicus paradoxus,Papa,48,2021,kurz,420,Netzgitter,7.67080146478807,53.1529483565934,2.08875465883566,9.35963365859868,10.9708329666652,4.34834732984565,29.5515354866609,67.1875709493571,51.9547731549666,48.4324638531412,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,11536,1991,mittel,448,Plastform,8.49070439555295,35.78121664499,4.94030215260711,10.5152727450503,9.6730344858297,3.8108084754866,28.7971877656946,67.9993913467705,61.5742658976941,28.9042847582271,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,3999,1996,mittel,448,Plastform,7.55054746895941,42.8863385992972,1.3275439083338,8.83936645799966,9.86468956745966,1.47722584547569,68.9282384960446,98.8286850551013,65.918901795655,44.8336166365385,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,431,1997,mittel,448,Plastform,9.11721413562607,51.1336557011167,2.08320946302754,7.55054746895941,9.02211661374234,-2.8934635443938,42.8863385992972,70.8782660279617,58.4216848649012,26.0384166023106,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1677,1998,mittel,448,Plastform,10.5140982098283,47.3782723671555,2.12315782513648,9.11721413562607,9.00937041585071,1.75952912334863,51.1336557011167,68.0448744436094,33.3725134903727,48.654140766004,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,700,1999,mittel,448,Plastform,10.3001247477712,54.2662522149084,2.38563099292303,10.5140982098283,8.54254116043642,3.35544994707568,47.3782723671555,91.8842151466722,86.559298291674,33.3528150690385,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,2058,2000,mittel,448,Plastform,11.2952283173504,58.617969883329,2.16279294149236,10.3001247477712,10.7618331994381,2.56468956745966,54.2662522149084,77.5867729956775,40.6310396203551,58.0101051109525,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,187,2001,mittel,448,Plastform,9.43942504341498,65.6474951562206,1.72521626010688,11.2952283173504,11.2377618942658,3.28876300497719,58.617969883329,58.0469634555771,46.072972261426,48.6363314263564,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1144,2002,mittel,448,Plastform,9.89952999816656,46.0948728814814,2.04306556081938,9.43942504341498,10.2841547790289,1.42646585140115,65.6474951562206,83.0682656154928,75.7826269126492,49.9952769860232,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,279,2003,mittel,448,Plastform,10.2486060783837,33.2731722303244,2.01695002249075,9.89952999816656,9.59245875129751,2.27110127529468,46.0948728814814,108.469931674508,79.4827176448203,50.1350163004677,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,326,2004,mittel,448,Plastform,9.30448003312552,53.619700260336,2.50191422870142,10.2486060783837,9.50431744437791,0.209207827103093,33.2731722303244,47.4216862211901,46.499025696371,41.9771247221339,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1971,2005,mittel,448,Plastform,9.07561261242465,34.9011390489071,1.78902762239128,9.30448003312552,9.97320312227286,1.58362496864317,53.619700260336,88.7843982016393,58.1635090237055,58.6204368904586,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1893,2006,mittel,448,Plastform,8.28195363945326,61.7615240855451,1.38260913352256,9.07561261242465,10.6928706367227,1.02646585140115,34.9011390489071,82.9061054416812,32.9145035294789,67.0097572052923,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1128,2007,mittel,448,Plastform,11.2995360458621,58.5602301417325,2.67650038602278,8.28195363945326,12.7819596871488,0.522116613742342,61.7615240855451,53.771654139314,44.7856800085735,36.6948894377937,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1246,2008,mittel,448,Plastform,9.42174410511912,55.3128488662473,1.83599316986231,11.2995360458621,8.62210451835126,3.98688944667595,58.5602301417325,92.9308948611503,68.7087113531967,48.3053129876752,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,4222,2009,mittel,448,Plastform,10.7931325180678,57.9756216272572,2.19064291927911,9.42174410511912,9.49921771144686,3.59920953140612,55.3128488662473,61.12104144193,52.1237207609071,45.1406369676441,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,171,2010,mittel,448,Plastform,8.41738881976477,61.5990902851366,2.61776796026483,10.7931325180678,10.6992116637513,-0.300455774097168,57.9756216272572,60.7946013980893,63.9742714801674,55.4720316547577,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,997,2011,mittel,448,Plastform,10.6378133664589,35.4252188726569,2.20751847895605,8.41738881976477,8.87109522759914,-2.91798172743588,61.5990902851366,93.0712301299879,87.7274107162567,53.1757565465858,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,696,2012,mittel,448,Plastform,10.7221105660468,29.323127911391,2.61218878425156,10.6378133664589,10.2086966490804,2.12840510963171,35.4252188726569,93.0563394477887,42.3774627676248,50.7366774387877,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,972,2013,mittel,448,Plastform,7.05501991856386,81.3798121849735,0.974007855123078,10.7221105660468,10.0060473524026,0.355071390756911,29.323127911391,81.2070630466704,44.378154326295,61.2239370037296,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,948,2014,mittel,448,Plastform,10.7646956151552,61.4572572784836,3.82501519389318,7.05501991856386,10.0660937283194,1.3393746380404,81.3798121849735,68.7567248862236,49.2995194866784,50.6395789393303,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,2240,2015,mittel,448,Plastform,9.30603312466633,33.8095002498812,2.36693568088484,10.7646956151552,11.6711012752947,3.2489468205759,61.4572572784836,68.828350136019,46.5528240595039,32.2726432474862,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,89,2016,mittel,448,Plastform,9.32893415930701,36.65932633167,1.84807093029183,9.30603312466633,10.1377597619206,3.96619666483322,33.8095002498812,95.744545225227,63.7800567861391,27.9023221246287,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1137,2017,mittel,448,Plastform,10.2667853667423,48.3918060097364,2.52105364123117,9.32893415930701,10.4172201833216,2.47098411104458,36.65932633167,64.9597584628957,59.2177771484089,44.1007513863018,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,599,2018,mittel,448,Plastform,10.7883653472883,35.7496636940543,1.40288768941642,10.2667853667423,10.5595433510849,1.40448003312552,48.3918060097364,102.641518471493,63.0229354309187,40.7476738036504,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,99,2019,kurz,300,Plastform,9.89330115451097,37.7306802970078,4.37356189002964,10.7883653472883,11.0441796497964,2.39312433802708,35.7496636940543,27.9539421160147,31.2189265149298,40.1221173261755,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,72,2020,mittel,448,Plastform,9.57793091625043,33.2651332304017,2.75325516034015,9.89330115451097,10.9995502735984,3.40662152046742,37.7306802970078,48.3700962457519,56.393431575081,46.879672869727,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,125,2021,mittel,300,Plastform,7.92866699097683,55.930644228311,2.24064898816321,9.57793091625043,11.3841547790289,4.71722623101716,33.2651332304017,50.7528524134871,50.3233709637072,46.0000730367382,324887.202797457,5667044.85376923,51.1280665192006,12.4973713599993
Phantomkroete,Pseudoamphicus paradoxus,Papa,1895,1993,kurz,350,DNV,9.09137531888232,54.738468606731,1.52275973841542,8.58707540404338,7.94561919463164,1.17202869817268,65.2411782628536,131.274636518383,60.7812836870989,57.987829702529,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,180,1994,kurz,350,DNV,8.41459142235903,107.215461151709,2.53378787740861,9.09137531888232,6.30717741601421,1.18103519441159,54.738468606731,111.033736302596,61.6845381369951,92.1132822119337,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,46,1995,kurz,310,DNV,7.24927430703072,103.228580852525,1.56816368185428,8.41459142235903,8.76447450744114,1.5692427644335,107.215461151709,80.0586244161534,57.9746084612495,60.9404921535524,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,278,1996,kurz,310,Maibach,5.95999174480313,60.8798802258437,1.05308589233302,7.24927430703072,8.37842969749591,0.0867412310141576,103.228580852525,126.924427031436,100.571936459764,82.5923367565426,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,4458,1997,kurz,310,Maibach,7.28854126432684,76.0877803622451,1.61211358756903,5.95999174480313,7.69729629776391,-3.70145924973902,60.8798802258437,113.161210263458,71.1594989257013,34.7205667564784,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,952,1998,kurz,350,Maibach,8.84604507899446,63.4739517041213,1.82428447329143,7.28854126432684,7.80509101607561,0.733290173786634,76.0877803622451,100.175920334269,42.8339265244651,64.7389873567936,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,631,1999,kurz,310,Maibach,8.8732600461385,64.5008105370236,2.02110373323937,8.84604507899446,7.26971712184944,2.12930395520051,63.4739517041213,99.1047277919307,104.532579076586,56.8147853877437,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,1006,2000,kurz,310,Maibach,9.64698491734341,85.4544943548987,1.77828261507317,8.8732600461385,9.37966104546173,1.10323519740928,64.5008105370236,86.7796998398074,52.676827378958,85.4314608279675,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,189,2001,kurz,310,Maibach,7.77079735020687,76.5343333915994,1.4691033982978,9.64698491734341,10.1017766494264,1.84915610365818,85.4544943548987,74.8161306776715,58.8085654034967,83.1374298584922,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,2521,2002,kurz,310,Maibach,8.54771803245168,60.4210289478156,1.75785951239647,7.77079735020687,8.91169330050984,-0.0690016268762363,76.5343333915994,75.7812198086101,93.2858168682777,81.6606832619666,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,2186,2003,kurz,310,Maibach,8.88154959864256,44.4863163148672,1.75590840619396,8.54771803245168,8.33316955943853,1.28512552710647,60.4210289478156,160.664789178726,107.878585247379,64.2764692104791,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,355,2004,kurz,310,Maibach,7.8254840608032,79.8351954085147,2.05159335851434,8.88154959864256,8.51960020693155,-0.814743272202974,44.4863163148672,59.9875299400288,43.4433681362939,56.0037513176186,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,531,2005,kurz,310,Maibach,8.06003986561942,53.9475146717739,1.58727565280916,7.8254840608032,9.10187324329577,0.313629397374137,79.8351954085147,82.2770804749856,89.6071229099572,78.6571280260068,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,469,2006,kurz,310,Maibach,7.15799386473269,82.0087846753374,1.16504894770738,8.06003986561942,9.87774280877651,-0.252723573039722,53.9475146717739,125.968570151537,57.7853538527523,114.624008718417,368337.660117935,5630473.51443316,50.8110115696164,13.1311704915282
Phantomkroete,Pseudoamphicus paradoxus,Papa,351,2006,lang,172,Maibach,8.33282586382736,52.0783651332545,1.42484119068452,9,10.4666666666667,1.25651321154295,29.8940704416348,92.081187765294,33.5847934827144,65.4111768772366,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,684,2007,lang,172,Maibach,11.1333333333333,49.0629575022023,2.5882142607421,8.33282586382736,12.5,0.4,52.0783651332545,50.5083368500855,38.1063584368036,35.6081874926059,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,71,2008,lang,172,Maibach,9.5,56.0324572163356,1.88460905203812,11.1333333333333,8.56666666666667,4.06758350112572,49.0629575022023,83.4220642519642,58.4634983937008,49.1779160693636,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,260,2009,lang,172,Maibach,10.844344844938,45.9778386214931,2.2918614038519,9.5,9.63333333333333,3.73333333333333,56.0324572163356,61.1802949866523,54.9061833797338,47.47223489134,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,3156,2010,lang,172,Maibach,8.5,61.2064564692834,2.54440844537931,10.844344844938,10.8570206810489,-0.366666666666667,45.9778386214931,63.7246636313015,59.2390930918636,54.9978117244032,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,294,2011,lang,172,Maibach,10.4661591971607,25.0027724476948,2.0906764208194,8.5,8.8,-3.09959063504692,61.2064564692834,82.777848662834,95.2461578999633,56.4934897990542,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,413,2012,lang,172,Maibach,10.7,22.9162086403316,2.55998443756002,10.4661591971607,9.79848076904982,2.13333333333333,25.0027724476948,103.817222735494,36.9810104316553,41.8520141703184,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,125,2013,lang,172,Maibach,7.13033863422847,59.6855095630893,0.960840230649343,10.7,9.83333333333333,0.366666666666667,22.9162086403316,77.0891585931674,44.0284217647455,60.1315406195853,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,108,2014,lang,172,Maibach,10.6666666666667,50.6175633729925,3.40329255001315,7.13033863422847,10.1,1.38020055925854,59.6855095630893,68.8231242221212,53.752003776873,48.338799274928,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,101,2015,lang,172,Maibach,9.33333333333333,32.7940789464353,2.37655382194112,10.6666666666667,11.6333333333333,3.16666666666667,50.6175633729925,67.2282815090125,27.7471574232206,30.7711427250006,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,658,2016,lang,172,Maibach,9.36666666666667,43.2131668095817,1.85257723776139,9.33333333333333,10.0221354014894,4.06615919716069,32.7940789464353,86.1749149834819,59.2265197076235,31.7143611494934,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,934,2017,lang,172,Maibach,10.1675835011257,36.2659377630758,2.42114653356185,9.36666666666667,10.2675835011257,2.33333333333333,43.2131668095817,64.5149587901876,51.4851289374828,49.3688551186275,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,174,2018,lang,172,Maibach,10.7,33.196014818393,1.36641526333878,10.1675835011257,10.6221681167654,1.22460418217464,36.2659377630758,81.3279403952395,57.3937173665028,42.3471505658526,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,337,2019,lang,172,Maibach,10,42.1353203650298,4.15585817461691,10.7,10.7333333333333,2.39944136630436,33.196014818393,22.8928878676848,24.124107549885,39.8540600911876,367858.750197407,5712748.92325758,51.5503380015239,13.0941172863836
Phantomkroete,Pseudoamphicus paradoxus,Papa,2032,1993,kurz,1500,Folie,10.7254964983521,35.4107103697903,1.78331465821713,10.188371524861,9.14041863887089,2.35447749320097,46.2296464621099,59.9784161457388,46.4935537530443,38.1718776025211,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,136,1994,kurz,1500,Folie,10.0666666666667,102.459023638062,3.00486356249415,10.7254964983521,7.22488676682912,2.23333333333333,35.4107103697903,72.7913425031662,40.2719735924562,62.8580238884421,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,154,1995,kurz,1500,Folie,8.6479528859901,53.8365292563611,1.90553925499472,10.0666666666667,9.71461955265677,2.75822010016245,102.459023638062,69.3601241099803,46.6651948297215,46.5704644734097,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,1964,1996,kurz,1500,Folie,7.33176118940171,33.9922097007338,1.31145919248839,8.6479528859901,9.6479528859901,1.42488676682912,53.8365292563611,69.1324668520257,45.8793070926448,51.6508219705086,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,396,1997,kurz,1500,Folie,8.76588059470085,34.5430964342482,1.88260114840435,7.33176118940171,8.98369673825377,-3.4,33.9922097007338,56.3667730673821,49.8074107242773,19.0700091471562,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,722,1998,kurz,1500,Folie,10.2962573930385,45.4001678180078,2.06028081720807,8.76588059470085,8.72229472945652,1.46666666666667,34.5430964342482,55.363680996646,31.3226775612534,47.0041524803087,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,134,1999,kurz,1500,Folie,9.93333333333333,40.6491949748213,2.32819605198909,10.2962573930385,8.40708530553755,3.13333333333333,45.4001678180078,71.8164986762473,68.3900160820423,32.4049812729708,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,851,2000,kurz,1600,Folie,11.0357637125244,58.0089978119707,2.11660945849623,9.93333333333333,10.4479528859901,2.49625739303852,40.6491949748213,41.6873325544795,30.9111211786858,46.9011314654139,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,645,2001,mittel,1600,Folie,9.15860251128153,66.5781211447253,1.63802416208125,11.0357637125244,10.9743418434664,3.11417061107511,58.0089978119707,39.5408546007339,40.6705828671312,48.0060305245644,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,708,2002,mittel,1600,Folie,9.85802389945884,44.544333637341,1.95651393803313,9.15860251128153,10.2333333333333,1.08128621932344,66.5781211447253,60.3929360939597,59.0478480511059,50.2650758702373,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,1626,2003,kurz,1600,Netzgitter,10,24.0712469822428,1.84963311541748,9.85802389945884,9.21579929518117,2.0005898712622,44.544333637341,106.793308588566,61.6429673063881,54.7371950148234,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,11770,2004,mittel,1600,Netzgitter,9.3479528859901,38.8640724905045,2.45171601977539,10,9.19251478607704,0.0333333333333334,24.0712469822428,36.2422009049654,35.2005095218927,38.5686014295218,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,45,2005,kurz,1600,Netzgitter,9,31.8811281713365,1.7486445163023,9.3479528859901,9.9,1.46666666666667,38.8640724905045,84.7244765690259,46.5103308009118,49.391223972573,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,127,2006,kurz,1600,Netzgitter,8.32547663809132,53.3614816268453,1.42397852648774,9,10.4666666666667,1.25880997142465,31.8811281713365,95.9307217865041,31.3358996639539,62.1926989099012,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,1012,2007,mittel,1600,Netzgitter,11.1915534334958,46.6518103954564,2.57985525238456,8.32547663809132,12.592143304758,0.4,53.3614816268453,46.4148253501433,32.8221637963209,34.3117655832923,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,2880,2008,mittel,1600,Netzgitter,9.5,55.9452969739521,1.88460905203812,11.1915534334958,8.59625739303852,4.07375197220422,46.6518103954564,81.6335877137807,59.410523483896,53.568923865875,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,516,2009,kurz,1800,Netzgitter,10.8954713210727,46.6288409323298,2.28058123198126,9.5,9.61461955265677,3.74421027902862,55.9452969739521,59.9386263877274,55.4543482738917,47.6158956412422,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,2390,2010,kurz,1800,Netzgitter,8.51703007158711,64.2626296274689,2.55263657770764,10.8954713210727,10.8915534334958,-0.366666666666667,46.6288409323298,62.0285921921724,59.9599179101434,57.7644086623288,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,503,2011,mittel,1800,Netzgitter,10.528804654406,24.2715031114554,2.11042444064409,8.51703007158711,8.83333333333333,-3.13333333333333,64.2626296274689,80.7219544067733,99.6849225572135,60.435263699342,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,224,2012,mittel,1800,Netzgitter,10.7295907263719,23.6797303072106,2.53676205608684,10.528804654406,9.8,2.14833529710917,24.2715031114554,104.125158809735,36.0902567552921,42.6386126357449,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,6863,2013,kurz,1800,Netzgitter,7.0964956432424,61.3144148990675,0.953637236355679,10.7295907263719,9.86666666666667,0.39625739303852,23.6797303072106,69.6326204745532,41.6101012066948,63.8823726640925,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,2515,2014,kurz,1800,Netzgitter,10.7333333333333,50.9747649963324,3.47080304834415,7.0964956432424,10.1,1.42488676682912,61.3144148990675,66.564326443698,58.4674898846071,52.0394168068615,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,25342,2015,kurz,1800,Netzgitter,9.33333333333333,31.2208553277928,2.37655382194112,10.7333333333333,11.6333333333333,3.15822010016245,50.9747649963324,63.9959530084229,27.0992232792224,30.4336357560552,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,8117,2016,kurz,1800,Netzgitter,9.42506204744456,41.8916629652987,1.84903752375379,9.33333333333333,10.0658805947009,4.06666666666667,31.2208553277928,84.258753318213,62.0762294876581,33.6310770786436,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,892,2017,kurz,1800,Netzgitter,10.228804654406,34.799410471415,2.42410706145241,9.42506204744456,10.2962573930385,2.33254726136752,41.8916629652987,66.6802191017843,49.4511395274288,51.5397126705682,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,523,2018,kurz,1800,Netzgitter,10.7333333333333,33.6146356714384,1.36375806170701,10.228804654406,10.6325472613675,1.26666666666667,34.799410471415,78.7160022530431,57.4940544616722,44.1751602164485,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,954,2019,kurz,1800,Netzgitter,10.0070853055376,40.634579659306,4.14130203739288,10.7333333333333,10.7491326285145,2.4,33.6146356714384,20.8755494102901,23.736611336992,41.9650905924467,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,752,2020,kurz,1800,Netzgitter,9.46666666666667,27.4221733413794,2.65606218240504,10.0070853055376,10.9734295240814,3.3479528859901,40.634579659306,37.6107639203483,49.5481618956907,39.3046472672659,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,652,2021,mittel,2000,Netzgitter,8.03333333333333,52.6677579885143,2.13609173346695,9.46666666666667,11.2666666666667,4.72173403112984,27.4221733413794,49.9823243107813,44.0999254677796,58.0705309421113,364201.633273653,5721536.17920767,51.6284348050139,13.0380033291374
Phantomkroete,Pseudoamphicus paradoxus,Papa,38,1999,kurz,250,Maibach,10.0973898069537,45.8064539784119,2.3713717471505,10.4315417674097,8.48523732325935,3.23333333333333,48.2658671192473,75.3570451521491,84.7787000912631,36.0983816286976,332107.711854146,5712744.9727423,51.5407991271867,12.5789220530957
Phantomkroete,Pseudoamphicus paradoxus,Papa,116,2000,kurz,250,Maibach,11.1371699881421,54.6704038914689,2.15614275318052,10.0973898069537,10.6331316711614,2.5279803522052,45.8064539784119,60.5165951106364,36.127214706056,51.0010796932401,332107.711854146,5712744.9727423,51.5407991271867,12.5789220530957
Phantomkroete,Pseudoamphicus paradoxus,Papa,108,2001,mittel,250,Maibach,9.24015534911081,64.7510750661756,1.67447983314452,11.1371699881421,11.0471270630337,3.18928651910906,54.6704038914689,59.3570137715973,49.6804264076739,59.7664038417324,332107.711854146,5712744.9727423,51.5407991271867,12.5789220530957
Phantomkroete,Pseudoamphicus paradoxus,Papa,51,2002,mittel,250,Maibach,9.81245023650993,44.7386002199133,1.99424765975975,9.24015534911081,10.2640238069029,1.23716998814213,64.7510750661756,76.2234203157554,73.3338811100508,51.8400241268023,332107.711854146,5712744.9727423,51.5407991271867,12.5789220530957
Phantomkroete,Pseudoamphicus paradoxus,Papa,159,2003,mittel,250,Maibach,10.0419469150345,25.6755790359648,1.90905197748704,9.81245023650993,9.38633502766077,2.13154176740967,44.7386002199133,90.5271847785838,77.5618387758359,57.2714315804974,332107.711854146,5712744.9727423,51.5407991271867,12.5789220530957
